site_id,region,county_code,monitor_type,has_monitoring,station_count,traffic_index,population_density,industrial_index,pm25,ozone,co2_ppm,asthma_rate,median_income,green_space_pct,development_pressure,latitude,longitude
S0605,South,481,Regulatory,True,3,54.1,1041.3,60.0,22.75,34.5,425.6,5.03,48747.0,24.9,High,43.72296,-104.76214
S0606,East,222,Regulatory,True,3,73.0,1154.0,68.8,34.25,23.6,435.4,4.9,57649.0,28.0,Low,32.27244,-84.99046
S0607,East,917,Regulatory,True,2,52.3,1000.0,51.2,16.92,26.3,418.6,4.7,61129.0,32.8,Low,43.5127,-95.83129
S0608,South,810,Community,True,3,48.1,680.4,19.7,,26.4,381.3,6.45,38857.0,41.6,High,27.27182,-113.53613
S0609,Central,081,Regulatory,True,2,29.2,655.0,30.4,22.15,21.3,399.2,5.32,51150.0,42.5,Low,31.6708,-92.7192
S0610,North,923,Mobile,True,4,83.3,1443.3,61.0,49.76,36.9,400.9,7.29,40831.0,34.9,Severe,28.40045,-101.07245
S0611,South,515,Mobile,True,5,65.0,1157.9,59.5,26.25,40.3,435.7,5.55,45565.0,33.2,Severe,43.77488,-102.0728
S0612,North,060,Regulatory,True,4,60.2,1242.9,50.1,24.49,40.2,407.6,4.32,50762.0,35.7,High,43.25129,-77.93916
S0613,North,221,Community,True,4,73.0,1160.1,64.2,25.45,26.2,437.9,3.51,53395.0,34.3,High,44.49317,-101.0631
S0614,South,962,Mobile,True,5,51.9,766.1,28.9,34.31,44.8,366.0,5.82,49506.0,38.5,Severe,27.09636,-122.97887
S0614,East,349,Mobile,True,2,87.7,1509.2,79.8,29.78,46.1,465.4,5.34,30638.0,14.5,Medium,37.7765,-121.16136
S0616,Central,561,Mobile,False,2,56.2,1136.3,60.8,38.81,35.2,431.6,5.26,40462.0,30.8,High,42.15398,-75.26597
S0617,North,228,Regulatory,True,3,48.4,688.9,70.9,28.14,46.5,439.0,4.22,58039.0,34.1,Low,30.34112,-69.26545
S0618,North,290,Mobile,True,1,64.4,819.2,58.4,15.67,53.5,411.7,4.27,28161.0,23.5,Medium,40.9705,-84.91646
S0619,East,293,Regulatory,True,2,64.5,1107.0,62.4,26.27,24.1,425.6,5.18,57858.0,25.2,Medium,28.80837,-103.54882
S0620,South,810,Regulatory,True,5,56.8,1088.0,42.8,18.44,28.9,400.6,5.39,52642.0,31.1,High,30.89851,-70.53048
S0621,Central,193,Regulatory,True,1,49.7,1039.1,28.0,25.25,8.0,379.3,5.39,59295.0,35.5,Low,37.22963,-86.38882
S0622,North,956,Regulatory,True,5,66.1,1134.6,66.5,21.77,38.2,452.5,6.21,46604.0,23.4,Medium,41.05165,-75.95082
S0623,North,474,Regulatory,True,5,81.2,1412.9,73.8,49.92,41.4,445.4,5.77,30032.0,25.6,High,30.13619,-80.46349
S0624,South,257,Mobile,False,5,72.2,1438.9,77.9,34.89,39.2,464.4,6.36,49810.0,27.5,Medium,30.9823,-102.69949
S0625,East,955,Regulatory,True,1,80.1,1218.0,59.9,31.12,29.7,442.3,5.59,57889.0,15.9,High,31.3956,-96.97462
S0626,West,506,Regulatory,True,4,56.5,970.7,54.0,37.46,17.1,434.8,6.36,56574.0,29.6,High,32.13207,-113.7974
S0627,East,388,Regulatory,True,5,41.6,771.3,60.1,41.37,38.0,427.2,5.76,45070.0,25.7,Low,31.87091,-107.70919
S0628,North,615,Regulatory,True,3,67.0,1259.1,57.1,31.08,45.9,419.5,6.3,48139.0,18.3,Low,35.49571,-79.75777
S0629,North,398,Regulatory,True,2,60.1,1020.2,57.8,23.5,29.7,426.9,5.38,44616.0,31.8,High,41.05648,-73.09624
S0630,Central,366,Regulatory,True,2,73.2,1322.5,66.0,18.08,40.0,421.6,4.43,40511.0,28.7,Medium,36.41768,-82.84353
S0630,East,658,Mobile,True,2,43.9,492.3,25.5,19.01,13.8,363.0,4.94,59689.0,35.9,Low,43.68344,-97.75251
S0632,West,290,Regulatory,True,1,79.8,1356.6,81.1,30.27,43.9,477.2,5.35,37280.0,27.4,Medium,42.46427,-119.52572
S0633,Central,769,Regulatory,True,3,63.8,1203.2,48.5,30.57,29.0,417.0,5.87,40630.0,32.2,Medium,29.72033,-121.22549
S0634,West,309,Mobile,True,3,56.6,900.9,54.8,26.51,27.6,414.5,4.5,40762.0,24.6,Low,28.05009,-102.97628
S0635,Central,278,Mobile,False,3,44.2,802.3,32.4,32.06,22.0,381.5,5.58,38264.0,37.9,Medium,45.87574,-97.83025
S0636,East,464,Community,True,3,42.3,815.2,29.0,19.82,-5.0,359.9,5.27,51280.0,39.6,High,28.71637,-89.47556
S0637,North,189,Mobile,True,3,63.0,1093.2,74.7,33.7,41.7,465.0,5.71,57733.0,18.5,Medium,30.18929,-124.12685
S0638,West,918,Mobile,True,4,61.5,1128.0,53.0,45.45,22.7,414.2,7.22,46753.0,34.7,High,27.47587,-67.59093
S0639,East,178,Regulatory,False,3,44.3,682.3,53.7,32.3,-5.0,412.6,6.16,38861.0,27.6,Low,40.50923,-103.57351
S0640,West,528,Community,False,3,43.2,753.0,41.4,25.98,30.0,389.1,5.29,57202.0,35.4,Medium,39.52097,-75.73456
S0641,East,924,Regulatory,True,1,55.2,1066.8,36.9,21.68,20.4,385.5,5.24,62085.0,33.5,High,48.21843,-93.73941
S0642,Central,988,Community,False,1,68.7,1256.1,78.8,28.72,54.1,455.2,5.64,42293.0,23.2,High,46.06905,-116.99973
S0643,East,375,Regulatory,True,3,53.6,894.3,47.7,21.1,25.1,415.7,5.34,45806.0,33.7,High,35.83313,-78.63998
S0644,Central,598,Mobile,False,4,42.5,792.3,45.6,22.46,26.0,396.1,3.84,54372.0,28.9,High,34.9891,-83.68494
S0645,North,760,Mobile,True,3,58.0,1129.9,52.7,38.67,25.4,438.8,5.72,61195.0,35.9,High,33.38232,-94.17243
S0646,Central,454,Community,True,3,50.6,664.1,39.9,24.87,44.4,413.8,4.2,46857.0,39.5,Low,30.27675,-94.9132
S0647,South,217,Regulatory,True,3,35.2,773.3,29.3,15.02,31.8,359.4,5.65,39701.0,30.8,High,29.9688,-119.46992
S0648,North,042,Regulatory,True,5,54.2,934.4,72.0,61.16,30.5,450.7,7.02,54445.0,24.6,High,29.8441,-86.78869
S0649,East,194,Mobile,True,4,63.0,1185.9,56.6,34.5,43.0,412.2,5.59,54277.0,26.4,Severe,29.45347,-72.1034
S0650,East,327,Mobile,True,2,70.9,1420.2,61.5,19.87,37.0,425.8,5.62,46528.0,30.0,High,32.17101,-119.13842
S0651,South,373,Community,True,3,78.3,1245.0,82.1,32.23,42.6,497.8,5.91,43065.0,31.4,High,33.59338,-109.34809
S0652,East,465,Mobile,True,2,84.2,1429.9,68.0,36.56,34.2,437.7,5.04,54375.0,16.4,Medium,47.67395,-72.61729
S0653,North,163,Community,True,4,49.6,858.4,54.0,52.95,27.5,422.6,6.6,54074.0,20.7,Severe,39.43717,-108.15023
S0654,North,276,Community,False,3,52.2,846.2,35.2,17.82,31.5,391.5,4.66,43775.0,32.5,Severe,48.23331,-86.89824
S0655,Central,364,Community,False,2,95.0,1918.2,82.6,,36.3,453.7,5.57,43884.0,24.6,High,35.00804,-93.74796
S0656,West,642,Community,False,2,56.7,917.6,63.9,51.58,50.5,422.1,6.1,38681.0,21.6,High,36.83897,-90.21116
S0657,East,775,Mobile,True,4,68.5,1166.7,48.5,23.96,22.0,389.1,5.07,53487.0,31.4,Low,33.97844,-100.59214
S0658,South,480,Community,True,3,58.2,1072.3,66.2,29.21,48.8,425.8,5.38,46468.0,22.3,High,30.93208,-107.25049
S0659,North,689,Mobile,True,5,64.1,1009.7,56.2,21.48,33.2,378.5,4.04,45456.0,26.1,High,30.07804,-121.70933
S0660,North,979,Community,True,4,59.8,1029.5,46.5,26.76,34.0,411.8,6.14,48560.0,38.3,High,47.3192,-81.70385
S0661,North,460,Mobile,True,5,52.3,979.7,57.2,29.59,41.0,453.9,5.41,49444.0,26.5,Low,48.21643,-81.59963
S0662,West,265,Community,True,3,58.3,1009.5,47.2,36.21,26.8,407.2,5.84,56102.0,28.4,High,27.96555,-85.93327
S0663,West,539,Mobile,False,2,64.4,1147.4,60.7,46.49,42.1,408.1,6.6,52844.0,28.6,Medium,30.23244,-87.49106
S0664,East,974,Regulatory,True,4,43.0,710.3,47.2,21.13,10.1,395.4,4.5,49487.0,37.1,High,36.10577,-110.48626
S0665,South,386,Community,False,4,59.3,885.2,47.4,14.49,26.1,398.4,5.04,55798.0,30.3,Low,31.00617,-123.21517
S0666,West,085,Community,True,4,51.3,962.0,60.0,30.16,27.6,412.8,5.25,52434.0,24.6,High,34.82343,-77.99886
S0667,Central,708,Regulatory,True,1,63.1,1347.0,54.8,33.81,23.7,431.5,5.06,43505.0,32.5,Medium,29.77557,-96.25953
S0668,West,316,Regulatory,True,3,84.8,1528.8,54.1,35.38,31.8,429.5,6.17,44830.0,34.1,Low,36.815,-106.85681
S0669,North,243,Community,True,1,21.6,416.6,19.5,19.45,28.0,337.8,6.02,51315.0,43.0,High,32.84143,-118.63892
S0670,South,469,Mobile,False,4,70.6,1354.5,73.4,36.44,44.0,462.9,6.33,50915.0,25.1,Low,34.56596,-120.89351
S0671,East,880,Community,True,4,68.3,1077.4,66.4,56.47,38.5,462.4,7.47,45599.0,29.6,High,29.02772,-104.44016
S0672,West,342,Mobile,True,5,33.8,813.2,30.1,27.54,22.2,402.7,5.01,46997.0,38.7,Severe,36.20475,-78.22762
S0673,North,177,Regulatory,True,1,54.0,997.0,40.7,23.94,33.1,436.2,4.08,64768.0,33.0,Severe,48.14004,-71.67338
S0674,Central,130,Mobile,True,2,60.2,1279.8,42.6,23.61,31.7,383.2,6.22,54839.0,39.4,Low,34.06991,-72.9368
S0675,NORTH ,657,Community,True,3,51.0,829.5,24.8,23.15,33.7,406.9,6.6,43938.0,39.0,High,45.84323,-71.59995
S0676,East,083,Regulatory,True,2,59.0,1280.9,46.4,50.83,37.8,398.2,7.62,51882.0,42.0,Medium,45.12878,-72.30579
S0677,East,360,Regulatory,True,2,43.3,872.4,39.1,24.54,30.0,381.5,4.99,50712.0,37.7,Severe,47.46926,-94.18458
S0678,West,088,Community,True,3,79.8,1502.3,64.8,33.82,29.0,441.5,4.88,49119.0,15.5,High,43.98735,-111.8836
S0679,East,532,Community,True,4,61.1,1128.4,63.8,27.04,30.7,426.1,4.61,49328.0,24.8,Low,41.18133,-78.61232
S0680,North,742,Regulatory,False,5,70.4,1237.8,70.6,50.38,33.3,453.1,5.34,57090.0,16.2,Medium,45.41657,-112.2115
S0681,North,972,Mobile,True,4,74.4,1484.1,79.0,72.46,37.2,442.3,7.55,48860.0,20.4,Medium,28.62636,-109.13558
S0682,North,985,Mobile,True,4,56.1,1027.5,31.6,30.44,30.0,373.3,6.65,48339.0,31.4,High,36.95086,-111.08788
S0683,West,638,Mobile,True,1,46.3,597.3,59.0,30.63,40.5,445.5,5.43,59753.0,33.4,Medium,48.26901,-94.88851
S0684,West,471,Community,True,2,62.3,987.7,67.7,33.31,36.5,441.0,5.88,50940.0,23.8,High,43.5464,-105.99492
S0685,East,498,Regulatory,True,2,45.2,790.9,36.5,11.25,29.3,387.9,5.53,51227.0,41.1,High,47.68462,-115.63603
S0686,West,507,Mobile,True,2,70.2,1301.5,63.8,,37.1,441.9,5.85,49703.0,23.2,Severe,43.76214,-98.44253
S0687,North,354,Regulatory,False,5,52.3,933.9,48.9,,28.1,425.6,6.92,48648.0,28.5,Severe,45.80996,-74.25033
S0688,South,416,Mobile,True,5,58.0,1191.1,52.7,34.48,25.8,390.1,7.12,47927.0,22.0,Medium,42.19039,-91.69321
S0689,North,051,Regulatory,True,5,65.7,948.3,74.2,26.93,24.5,462.3,5.25,44617.0,33.8,High,43.35079,-73.9957
S0690,South,600,Community,True,3,65.2,1191.6,64.3,,30.5,431.7,5.02,41841.0,36.6,High,38.24833,-113.23735
S0691,East,682,Community,True,5,58.9,842.9,55.5,26.2,37.6,422.3,5.8,41954.0,28.1,Severe,46.87111,-114.899
S0692,Central,063,Community,True,1,74.0,1422.3,63.2,,30.2,449.6,6.13,35330.0,18.5,Low,44.73834,-91.40432
S0693,West,089,Mobile,True,1,44.4,788.0,32.3,22.08,26.2,360.3,4.29,43234.0,32.3,Medium,45.14353,-97.85859
S0694,West,701,Community,True,4,66.7,1251.6,59.5,65.76,38.6,411.9,8.19,46097.0,29.5,Medium,41.4697,-86.54007
S0695,North,190,Community,True,4,66.6,1094.9,70.6,39.41,41.8,418.0,6.82,49256.0,22.1,Medium,33.54847,-78.80896
S0696,North,899,Community,False,4,54.1,1126.7,39.7,17.35,21.3,383.2,4.98,46069.0,46.2,Low,27.76604,-81.29983
S0697,South,601,Regulatory,True,4,62.4,1247.5,49.8,28.25,40.4,429.6,4.53,28669.0,41.0,Medium,47.11659,-70.31998
S0698,West,348,Regulatory,False,1,54.6,1052.4,43.5,22.12,39.9,396.5,4.25,61282.0,20.8,High,39.60159,-101.60026
S0699,East,844,Regulatory,False,4,74.5,1324.6,56.4,14.78,25.1,401.4,4.81,55744.0,21.8,Medium,33.41007,-112.63276
S0700,North,538,Regulatory,False,1,56.0,1077.7,46.8,49.83,25.1,397.0,6.14,52100.0,33.4,High,30.2064,-92.82252
S0701,West,176,Regulatory,True,5,57.9,957.5,46.4,36.53,41.1,381.2,5.59,64515.0,24.3,Low,44.83475,-118.13227
S0702,Central,364,Regulatory,False,5,70.6,1373.2,54.6,37.55,32.5,401.3,6.59,38942.0,30.2,Severe,44.98518,-107.89106
S0703,South,776,Regulatory,True,3,58.6,1252.5,40.2,29.21,12.3,398.1,5.97,62586.0,32.0,Severe,44.51192,-112.54644
S0704,North,901,Community,True,4,45.3,944.2,46.5,16.97,20.4,386.2,5.81,41613.0,30.5,High,40.86928,-101.69759
S0705,NORTH ,907,Community,True,5,40.7,644.6,29.0,20.63,25.2,388.8,4.34,53042.0,40.3,Severe,34.86933,-118.10505
S0706,East,554,Mobile,True,5,70.0,1302.6,48.3,40.21,-5.0,405.8,5.77,36994.0,41.2,Low,33.53751,-122.6691
S0707,North,483,Community,False,2,35.2,478.6,37.2,17.47,26.0,388.2,5.4,52246.0,34.9,High,27.18393,-86.73434
S0708,West,987,Regulatory,True,2,74.3,1406.0,78.4,14.99,39.9,457.0,5.06,49653.0,17.0,Low,44.92256,-89.41068
S0709,West,119,Regulatory,True,1,27.9,555.4,32.6,22.19,39.8,390.3,6.18,50430.0,34.3,Medium,28.8798,-83.76936
S0710,West,169,Mobile,True,3,81.2,1237.5,68.2,33.23,34.7,454.6,5.96,53286.0,22.8,Medium,40.56123,-86.52778
S0711,Central,620,Community,False,2,72.9,1173.3,57.5,33.48,42.9,428.5,6.97,48752.0,40.5,Medium,37.83761,-117.92806
S0712,Central,998,Community,True,3,72.2,1266.1,40.1,37.04,41.4,400.6,6.23,43224.0,36.1,Medium,38.32382,-107.76296
S0713,North,147,Mobile,True,5,57.3,995.1,53.5,37.19,44.9,413.1,6.6,44495.0,31.7,High,46.92433,-117.05222
S0714,NORTH ,688,Regulatory,True,1,67.8,1075.2,62.1,35.39,37.8,439.8,5.54,55036.0,31.5,Medium,27.67972,-76.02909
S0715,Central,437,Regulatory,True,3,48.7,924.0,51.3,43.5,17.1,407.4,6.18,44226.0,29.5,Severe,43.62793,-81.55304
S0716,East,439,Regulatory,True,2,70.0,1289.9,74.1,20.55,42.2,453.4,5.67,54584.0,32.7,High,28.11913,-112.9122
S0717,Central,888,Regulatory,True,5,56.6,996.3,47.1,34.1,40.2,400.7,6.83,58804.0,27.2,Low,27.8203,-104.87472
S0718,South,189,Mobile,False,4,58.1,954.7,65.5,39.91,35.7,431.1,6.51,35922.0,32.7,Medium,36.24108,-68.91964
S0719,NORTH ,160,Community,True,5,54.6,1109.1,52.6,19.02,47.1,404.3,4.89,57409.0,39.0,High,28.35612,-90.33584
S0720,South,814,Regulatory,True,2,56.5,1215.4,51.7,17.35,39.8,420.1,5.83,64191.0,24.8,Medium,43.96659,-78.43355
S0721,North,860,Community,True,2,51.8,874.7,57.9,23.15,39.0,443.9,3.62,51768.0,30.4,Medium,38.38561,-109.28602
S0722,West,932,Community,False,4,44.0,717.9,37.0,20.54,38.0,404.2,4.03,55485.0,35.1,High,27.62433,-112.42196
S0723,East,402,Regulatory,False,5,37.4,731.9,51.3,36.0,35.5,393.5,6.28,58905.0,23.3,Medium,27.87076,-79.42478
S0724,North,586,Regulatory,True,3,70.4,1223.4,53.8,25.0,13.5,436.2,5.26,45456.0,21.0,Medium,40.17237,-85.06233
S0724,West,864,Regulatory,False,3,74.5,1324.2,50.6,22.81,28.7,406.3,5.56,48513.0,24.4,Medium,44.3314,-85.34377
S0726,East,018,Regulator,True,5,52.3,1029.7,61.5,24.82,44.9,439.6,5.29,38308.0,27.4,Low,36.41269,-92.72351
S0727,East,140,Mobile,True,3,45.0,581.6,50.4,41.64,26.1,397.2,6.48,52620.0,32.4,Medium,38.92348,-92.09425
S0728,East,115,Regulatory,True,5,62.5,1282.4,65.7,32.66,34.6,440.4,5.06,51291.0,24.6,Low,44.19633,-82.19739
S0729,South,328,Community,True,5,60.1,1091.0,63.2,29.87,27.4,438.5,5.89,52583.0,38.9,Medium,40.12588,-108.97486
S0730,South,225,Community,True,2,62.4,1074.0,44.0,27.46,45.3,376.9,6.07,57079.0,37.4,Medium,31.83235,-104.21581
S0731,South,558,Regulatory,True,1,55.0,978.8,62.4,48.99,49.1,441.5,7.3,42929.0,30.2,Severe,40.18062,-74.38089
S0732,East,439,Mobile,False,2,51.2,917.8,36.0,20.24,21.9,405.0,6.42,45232.0,30.2,Medium,40.50801,-106.74025
S0733,East,550,Regulatory,True,3,62.1,910.2,65.1,51.29,37.5,434.6,6.74,64703.0,27.4,High,42.7833,-93.0872
S0734,South,718,Regulatory,True,1,38.9,880.2,39.6,27.88,24.4,411.6,5.59,48516.0,38.7,Low,40.3488,-84.09823
S0735,East,386,Mobile,True,5,88.2,1592.8,69.1,33.88,42.2,441.5,4.63,47043.0,31.7,Low,47.83871,-67.00432
S0736,South,521,Regulatory,True,3,56.7,1072.9,54.6,,37.7,431.0,7.21,48026.0,34.5,High,31.2417,-99.47075
S0737,South,253,Regulatory,False,4,64.6,1276.9,44.3,19.88,37.6,366.4,4.86,40765.0,29.3,High,47.44845,-99.88466
S0738,South,620,Mobile,True,3,74.6,1220.2,68.9,30.36,39.9,480.2,6.25,60667.0,23.1,Low,38.5743,-76.05117
S0739,West,901,Community,False,1,86.5,1613.8,55.1,21.31,57.3,441.7,4.64,41095.0,20.4,Medium,41.44706,-78.18357
S0740,East,098,Community,True,1,72.8,1277.6,62.6,45.94,27.4,428.4,6.85,38316.0,30.7,Medium,29.13842,-82.46314
S0741,North,787,Community,True,5,39.8,817.3,44.1,48.19,17.3,369.8,6.41,46491.0,22.1,High,35.18238,-97.8643
S0742,South,071,Community,True,4,42.3,506.0,43.7,48.12,27.8,403.1,6.28,35950.0,31.2,Low,43.54165,-105.8735
S0743,North,551,Community,True,5,54.1,962.2,64.3,48.27,23.5,414.2,6.59,44016.0,24.6,Medium,42.19859,-89.498
S0744,West,810,Regulatory,True,4,58.3,976.2,63.5,29.56,23.9,440.9,5.2,41398.0,28.6,High,27.863,-74.11716
S0745,East,913,Mobile,True,4,69.9,1310.8,54.9,27.43,25.7,425.1,5.07,52075.0,36.0,Severe,38.75178,-73.6828
S0746,South,447,Community,True,5,49.1,939.7,48.0,15.64,24.6,392.2,3.59,43974.0,38.5,High,28.89798,-118.26135
S0747,South,090,Mobile,True,3,64.5,1076.2,56.5,63.12,26.5,438.5,6.98,55646.0,32.9,Medium,48.41091,-99.86986
S0748,South,430,Community,True,2,50.8,828.2,34.8,30.73,32.8,394.7,5.2,61219.0,28.5,High,46.29188,-97.77849
S0749,North,219,Regulatory,True,4,59.4,1056.2,41.4,23.44,26.3,409.1,4.81,54912.0,31.6,High,27.45323,-68.28712
S0750,West,107,Community,True,1,42.8,663.0,36.4,40.93,27.7,385.7,6.34,49299.0,27.5,High,45.46097,-85.51511
S0751,East,476,Community,True,5,38.3,790.1,29.5,17.31,34.5,351.8,5.33,51388.0,30.2,High,46.76774,-101.08333
S0752,West,916,Mobile,True,3,51.4,880.0,41.9,31.42,24.3,410.0,5.73,37520.0,34.5,Severe,34.60129,-123.00167
S0753,South,454,Mobile,True,4,42.9,422.6,43.2,25.22,28.7,393.8,5.96,51394.0,25.5,Low,42.46929,-91.99035
S0754,West,904,Regulatory,False,3,68.7,1192.0,52.2,38.19,36.0,393.0,6.31,40964.0,26.8,Low,36.50523,-118.97563
S0755,North,608,Mobile,False,5,45.0,686.0,48.7,,16.7,428.0,5.16,56439.0,23.8,High,41.0875,-76.51913
S0756,Central,915,Mobile,True,1,95.0,1514.2,87.1,24.52,22.7,508.2,4.9,66497.0,26.5,Medium,34.31682,-81.23018
S0757,Central,544,Mobile,True,4,53.1,807.4,61.7,31.7,38.2,430.5,5.8,54154.0,25.5,Low,33.93502,-98.02072
S0758,East,126,Regulatory,True,4,81.0,1471.9,54.3,46.33,37.5,450.0,6.72,30239.0,15.9,Medium,36.12533,-99.82038
S0759,East,147,Regulatory,True,3,56.0,1168.1,51.1,28.93,49.3,413.4,6.42,45102.0,39.6,High,30.12971,-72.90301
S0760,West,280,Regulatory,False,5,69.7,1293.0,67.4,,38.1,435.7,7.04,48222.0,32.6,Low,44.86949,-107.91364
S0761,East,024,Mobile,False,2,52.8,877.0,51.7,20.14,39.5,403.6,4.63,50437.0,17.6,High,34.497,-110.18135
S0762,North,952,Mobile,False,4,63.2,1191.9,49.6,29.31,30.8,433.9,5.39,42002.0,34.5,Low,35.60322,-70.49615
S0763,South,721,Regulatory,True,1,93.8,1634.2,82.8,31.81,43.1,457.4,6.06,47157.0,32.6,Low,46.22217,-77.96836
S0764,South,120,Mobile,False,4,62.7,1045.6,63.6,,49.2,445.5,6.83,38786.0,26.2,Medium,37.67741,-77.31403
S0765,West,786,Mobile,True,4,77.1,1249.7,61.7,33.54,18.4,422.7,6.33,39942.0,28.6,Low,38.70146,-113.27636
S0766,South,652,Community,False,2,52.1,727.6,64.8,39.9,39.5,429.6,5.95,55801.0,25.1,High,47.56471,-116.26048
S0767,West,297,Regulatory,True,2,58.4,1004.3,50.4,42.89,49.7,426.3,5.27,40849.0,33.0,Severe,46.06462,-123.0033
S0768,East,855,Regulatory,True,5,80.3,1465.1,73.0,45.65,40.5,445.6,5.58,50515.0,31.6,High,30.64353,-110.87011
S0769,East,944,Mobile,True,4,51.3,911.9,43.4,30.25,44.0,392.0,5.7,38573.0,24.2,Low,37.17412,-79.98405
S0770,North,082,Mobile,True,4,88.6,1544.0,74.9,26.2,33.7,471.8,5.55,59854.0,20.8,Medium,47.88287,-110.69779
S0771,South,448,Community,True,3,72.1,1183.5,48.1,30.08,31.8,430.6,4.74,41705.0,31.0,Low,35.00588,-82.57656
S0772,North,912,Regulatory,False,3,35.6,713.9,45.0,,31.5,410.7,5.13,48927.0,32.9,Medium,34.98882,-110.01527
S0773,NORTH ,720,Regulatory,True,1,71.5,1129.4,52.6,27.38,15.4,404.8,5.81,50869.0,31.9,Medium,31.19315,-101.77068
S0774,North,996,Mobile,True,1,72.8,1404.2,65.8,29.44,27.1,430.8,4.67,42052.0,25.7,High,29.45795,-67.96817
S0775,West,919,Regulatory,True,3,67.3,1092.0,69.2,,28.5,445.7,5.97,49595.0,20.9,Low,42.91655,-110.42333
S0776,West,470,Mobile,True,1,38.8,608.6,44.5,13.44,37.7,404.9,4.41,55951.0,37.0,Medium,43.55566,-102.85869
S0777,North,423,Community,False,4,58.0,868.3,28.8,,34.2,356.9,5.9,57475.0,26.9,Severe,47.83378,-107.18749
S0778,East,545,Mobile,True,2,62.7,1068.7,68.9,35.48,39.8,454.8,5.4,54920.0,23.3,Medium,43.62849,-118.19656
S0779,Central,024,Community,True,4,54.5,1097.5,56.6,18.75,40.7,423.2,4.22,47041.0,28.8,Severe,32.23208,-96.33109
S0780,North,061,Mobile,False,3,69.9,1319.9,55.0,31.35,32.4,393.3,5.25,45908.0,31.9,Severe,27.86251,-102.72529
S0781,East,823,Community,False,5,56.3,1130.9,58.0,59.28,44.1,410.5,6.9,67008.0,26.6,Medium,48.1869,-84.54399
S0781,North,701,Community,True,5,35.7,705.2,43.1,37.47,30.8,389.9,5.6,58368.0,35.9,Medium,34.31969,-77.48831
S0782,South,084,Regulatory,True,3,60.8,962.0,53.5,53.43,33.8,415.1,6.52,41853.0,36.8,High,33.70739,-93.20564
S0784,West,225,Mobile,True,4,72.5,1265.3,62.7,37.73,33.5,461.2,6.12,48208.0,23.7,Low,46.47804,-122.64871
S0785,South,991,Regulatory,True,1,72.4,1210.2,55.7,47.48,39.4,423.9,6.25,45057.0,31.2,Medium,39.57965,-88.91196
S0786,South,680,Regulatory,True,1,76.0,1528.5,62.6,25.8,32.3,420.0,5.24,44746.0,29.0,High,31.61973,-121.31503
S0787,Central,186,Mobile,False,5,74.4,1194.8,57.8,25.65,42.3,427.4,4.09,37995.0,26.4,Medium,46.11557,-89.05951
S0788,East,375,Regulatory,True,3,68.6,1342.2,48.1,,23.0,401.4,4.85,43652.0,18.9,Low,48.35726,-85.11078
S0789,NORTH ,072,Regulatory,True,3,55.3,1102.7,55.5,45.33,25.1,424.7,6.2,62876.0,31.0,High,28.86359,-113.12836
S0790,South,074,Regulatory,True,2,42.7,987.4,43.1,,36.3,406.2,7.42,53708.0,34.2,High,45.53841,-77.3876
S0791,West,897,Mobile,True,5,70.0,1210.1,63.4,27.02,35.1,452.3,4.69,27810.0,33.8,Low,35.39609,-72.1126
S0792,East,341,Regulatory,False,3,67.0,1291.8,63.6,29.78,32.3,434.2,4.22,56983.0,25.3,Medium,38.26756,-77.7475
S0793,North,153,Regulatory,True,2,70.4,1540.9,60.3,24.76,42.2,453.1,5.67,54472.0,23.9,Low,46.66854,-106.95622
S0793,South,096,Regulatory,True,1,48.9,806.6,38.0,30.22,24.6,402.0,5.75,47286.0,26.9,Medium,47.92765,-90.76803
S0795,East,565,Mobile,True,5,49.1,700.2,50.9,42.38,31.1,401.0,5.41,56537.0,11.8,High,32.63652,-71.89813
S0796,West,445,Community,True,5,79.1,1197.5,54.7,17.38,-5.0,451.6,3.8,40940.0,26.6,High,31.57629,-106.06178
S0797,East,686,Community,False,3,59.4,1154.1,47.4,33.31,-5.0,410.2,6.74,44313.0,47.1,High,28.73111,-77.3484
S0798,North,110,Community,True,3,62.9,906.0,54.1,27.56,46.1,404.9,6.37,61552.0,36.8,Low,39.07865,-123.95518
S0799,East,458,Community,True,4,59.4,1023.8,63.9,33.16,33.7,459.9,3.92,46683.0,21.3,Low,27.29249,-124.29031
S0800,West,828,Regulatory,True,1,55.9,1058.5,62.8,36.79,45.6,464.3,5.52,33691.0,24.3,Low,35.85581,-80.81658
S0801,South,051,Mobile,True,1,67.2,1232.0,68.3,31.36,29.5,442.4,6.73,47102.0,23.2,Medium,28.57776,-80.71676
S0802,South,377,Regulatory,True,2,52.9,1004.0,58.4,29.17,27.3,417.6,5.13,48347.0,36.7,Low,35.71235,-79.13381
S0803,Central,765,Mobile,True,2,56.4,1041.9,48.9,,13.4,405.5,5.0,58336.0,43.6,Medium,27.85854,-71.02346
S0804,West,073,Regulatory,False,4,52.6,1100.4,53.2,41.12,46.7,426.4,5.86,48513.0,29.9,Low,44.95717,-117.72039
S0805,Central,212,Community,True,1,43.4,667.4,49.7,32.29,-5.0,428.5,4.83,47623.0,31.7,High,31.50939,-111.16086
S0806,Central,432,Community,True,2,57.6,955.0,58.7,33.18,33.7,434.2,4.47,57630.0,31.4,High,34.05864,-72.53582
S0807,North,724,Mobile,False,1,62.7,1035.4,56.3,19.71,26.8,422.9,5.72,49754.0,28.6,Medium,45.70603,-114.30892
