policy_id,site_id,policy_strength,policy_type,grant_amount,inspection_count,compliance_score,estimated_reduction_pct,policy_adopted,start_date
P0949,S2013,Full,Industrial Retrofit,16050.97,4,76.5,16.7,True,2021-08-17
P0950,S2014,Pilot,Industrial Retrofit,19551.81,0,61.4,11.7,True,2021-11-22
P0951,S2015,Pilot,Emissions Cap,63590.17,4,42.4,12.2,True,2021-12-21
P0952,S2016,Full,Congestion Pricing,25036.66,7,66.8,6.3,True,2022-09-02
P0953,S2017,FULL,Congestion Pricing,40627.08,8,74.7,20.4,True,2021-06-10
P0954,S2018,Pilot,Emissions Cap,22886.98,9,82.3,5.2,True,2022-04-08
P0955,S2019,FULL,Industrial Retrofit,9121.22,2,71.6,3.6,True,2021-08-07
P0956,S2020,Pilot,Congestion Pricing,,3,78.8,12.4,False,2021-11-14
P0957,S2021,Full,Emissions Cap,23622.06,6,70.9,-0.8,True,2023-04-28
P0958,S2022,Full,Emissions Cap,,6,53.5,10.7,True,2023-10-23
P0959,S2023,Partial,Industrial Retrofit,17335.01,0,55.6,19.8,True,2021-01-28
P0960,S2024,Pilot,Industrial Retrofit,,5,37.4,12.5,False,2022-11-11
P0961,S2025,None,Congestion Pricing,41107.74,8,62.4,10.2,True,2021-02-13
P0962,S2026,Partial,Congestion Pricing,10568.65,4,150.0,5.0,False,2021-04-13
P0963,S2027,Pilot,EV Incentive,29811.81,7,46.1,1.0,True,2023-04-27
P0964,S2028,Partial,Industrial Retrofit,45536.1,9,80.5,15.2,True,2023-06-02
P0965,S2029,Partial,EV Incentive,55285.29,8,63.8,10.2,False,2023-09-04
P0966,S2030,Pilot,EV Incentive,39650.92,9,54.2,13.7,True,2022-07-24
P0967,S2031,Full,Emissions Cap,41797.95,9,46.0,-3.2,True,2023-10-29
P0968,S2032,None,Emissions Cap,19456.64,2,84.9,14.4,True,2021-07-20
P0969,S2033,Partial,Congestion Pricing,12869.0,0,79.2,21.9,True,2021-10-27
P0970,S2034,Pilot,Industrial Retrofit,22325.3,1,60.2,18.0,True,2021-06-11
P0971,S2035,Partial,Industrial Retrofit,12694.71,4,76.1,11.8,True,2023-08-16
P0972,S2036,Partial,EV Incentive,17267.5,9,62.5,3.7,True,2021-10-02
P0973,S2037,None,EV Incentive,17113.34,6,57.7,10.7,False,2021-07-06
P0974,S2038,Pilot,Congestion Pricing,15299.53,5,57.2,10.9,True,2023-01-18
P0975,S2039,None,Emissions Cap,37025.86,3,62.2,7.0,True,2021-04-03
P0976,S2040,None,Industrial Retrofit,14652.46,8,60.2,7.5,True,2021-02-23
P0977,S2041,Partial,Industrial Retrofit,80930.68,3,150.0,22.6,True,2021-05-09
P0978,S2042,Pilot,Industrial Retrofit,48702.71,2,84.3,4.2,True,2021-01-01
P0979,S2043,Pilot,Industrial Retrofit,54923.48,4,92.3,7.4,True,2023-04-17
P0980,S2044,Pilot,Emissions Cap,17792.04,3,50.6,13.4,False,2022-11-06
P0981,S2045,Partial,Congestion Pricing,30338.66,1,70.5,23.1,True,2021-09-09
P0982,S2046,Partial,Congestion Pricing,14389.63,2,67.5,8.2,True,2021-10-07
P0983,S2047,Pilot,Emissions Cap,30650.78,6,71.4,-0.8,True,2023-09-01
P0984,S2048,Partial,Congestion Pricing,9314.87,1,59.6,-2.8,True,2022-08-26
P0985,S2049,Full,Congestion Pricing,50887.78,0,71.5,25.1,False,2023-04-19
P0986,S2050,None,EV Incentive,18270.86,1,48.4,-1.5,True,2022-06-28
P0987,S2051,Partial,Emissions Cap,32263.99,7,100.0,10.5,True,2021-10-13
P0988,S2052,FULL,Congestion Pricing,36065.23,7,68.5,0.9,False,2024-03-10
P0989,S2053,None,EV Incentive,19295.39,9,73.8,5.3,False,2022-11-10
P0990,S2054,Partial,Emissions Cap,16664.62,1,51.6,6.1,True,2021-06-07
P0991,S2055,Pilot,Emissions Cap,25031.13,5,56.7,-1.7,False,2022-05-03
P0992,S2056,Full,Industrial Retrofit,43554.98,6,47.4,17.3,True,2022-01-31
P0993,S2057,None,EV Incentive,24632.17,0,82.5,12.6,True,2021-09-14
P0994,S2058,None,EV Incentive,38629.62,6,51.7,7.4,True,2024-01-26
P0995,S2059,Partial,EV Incentive,43323.69,7,62.7,6.6,True,2023-11-24
P0996,S2060,Partial,Emissions Cap,23969.28,8,63.3,16.5,True,2021-08-27
P0997,S2061,Partial,Industrial Retrofit,25144.49,7,70.7,10.5,True,2022-02-27
P0998,S2062,Pilot,Emissions Cap,29239.75,2,49.5,22.5,True,2023-07-04
P0999,S2063,Full,Congestion Pricing,,7,75.3,7.3,True,2021-09-08
P1000,S2064,Full,Congestion Pricing,21895.38,2,79.9,12.6,True,2022-12-11
P1001,S2065,Pilot,Congestion Pricing,53244.53,5,57.1,2.6,False,2023-04-20
P1002,S2066,Partial,Industrial Retrofit,31353.35,3,64.6,7.4,True,2023-02-24
P1003,S2067,Partial,Emissions Cap,17292.59,6,72.5,16.2,True,2023-04-28
P1004,S2068,None,EV Incentive,26233.79,7,68.1,17.1,True,2023-04-29
P1005,S2069,Pilot,Congestion Pricing,13733.86,9,53.0,21.0,True,2024-03-03
P1006,S2070,None,Congestion Pricing,11996.8,5,73.4,12.7,True,2022-02-20
P1007,S2071,Full,Emissions Cap,,9,83.2,17.4,False,2023-11-21
P1008,S2072,Pilot,EV Incentive,43419.39,3,83.1,13.7,True,2021-01-27
P1009,S2073,Partial,Industrial Retrofit,26375.37,7,71.9,7.5,False,2021-12-12
P1010,S2074,Pilot,Congestion Pricing,27683.97,6,74.2,0.9,True,2021-02-28
P1011,S2075,Partial,Congestion Pricing,19033.23,9,60.3,8.6,False,2023-02-21
P1012,S2076,Pilot,Congestion Pricing,29789.99,7,54.0,3.1,True,2021-05-01
P1013,S2077,Partial,EV Incentive,88334.61,9,150.0,16.3,False,2023-10-12
P1014,S2078,None,Congestion Pricing,49306.84,6,92.2,16.7,True,2023-02-15
P1015,s2079,Full,EV Incentive,25703.07,2,58.6,3.9,True,2021-02-04
P1015,S2080,Full,Congestion Pricing,24393.85,2,70.2,16.7,True,2023-05-08
P1017,S2081,Partial,Congestion Pricing,21464.71,8,69.5,2.9,True,2023-11-01
P1018,S2082,None,EV Incentive,11537.52,6,60.5,18.7,True,2023-03-05
P1019,S2083,Pilot,EV Incentive,,0,82.8,9.0,True,2021-02-06
P1020,S2084,Full,Industrial Retrofit,40317.43,2,84.1,12.8,False,2023-10-27
P1021,S2085,FULL,Emissions Cap,15379.47,0,97.0,18.7,True,2023-05-29
P1022,S2086,None,Congestion Pricing,22741.93,5,55.4,13.6,True,2022-03-31
P1023,S2087,Partial,Congestion Pricing,13754.09,1,69.9,9.2,True,2022-01-30
P1024,S2088,Pilot,Emissions Cap,43099.5,6,66.1,15.2,True,2022-07-30
P1025,S2089,Pilot,Emissions Cap,12532.26,7,56.8,4.2,True,2023-11-07
P1026,S2090,Partial,Emissions Cap,38392.09,5,57.0,-1.6,True,2021-10-30
P1027,S2091,Pilot,Congestion Pricing,49870.47,4,67.0,16.9,True,2021-05-02
P1028,S2092,None,Congestion Pricing,22158.46,9,59.4,2.1,True,2023-11-04
P1029,S2093,Partial,Congestion Pricing,17815.89,3,53.2,15.5,True,2021-02-01
P1030,S2094,Pilot,EV Incentive,35777.37,8,66.5,10.8,False,2023-12-30
P1031,S2095,Partial,Industrial Retrofit,70365.27,7,51.7,9.9,True,2022-01-02
P1032,S2096,None,Industrial Retrofit,60174.66,4,59.4,4.3,True,2022-09-02
P1033,S2097,Partial,Emissions Cap,25738.51,0,69.3,7.3,True,2021-06-08
P1034,S2098,Pilot,Emissions Cap,15836.78,7,63.4,10.1,True,2023-12-19
P1035,S2099,Pilot,Congestion Pricing,23405.93,7,61.9,11.2,True,2023-06-19
P1036,S2100,Pilot,Industrial Retrofit,9760.07,6,86.7,4.6,False,2024-01-14
P1037,S2101,None,Industrial Retrofit,19275.25,6,81.8,14.5,False,2023-03-31
P1038,S2102,Full,EV Incentive,,7,66.0,14.8,True,2021-08-10
P1039,S2103,Pilot,Congestion Pricing,21576.84,0,52.8,12.9,True,2022-01-05
P1040,S2104,Partial,Congestion Pricing,18764.66,2,74.7,7.4,False,2022-08-08
P1041,S2105,Full,Industrial Retrofit,26022.24,3,95.3,15.2,True,2022-12-30
P1042,S2106,Partial,Industrial Retrofit,22888.45,5,81.4,13.7,True,2024-01-17
P1043,S2107,Pilot,EV Incentive,42331.89,9,49.4,-1.7,True,2022-04-06
P1044,S2108,Pilot,EV Incentive,12136.18,9,62.6,11.3,True,2023-04-24
P1045,S2109,Full,Congestion Pricing,36896.82,8,56.2,21.6,False,2024-02-28
P1046,S2110,Partial,EV Incentive,26168.64,3,53.9,15.8,False,2021-07-02
P1047,S2111,Partial,Industrial Retrofit,34911.34,5,78.6,16.9,True,2023-11-02
P1048,S2112,Pilot,Congestion Pricing,11690.58,8,78.4,5.8,False,2022-05-20
P1049,S2113,Full,Industrial Retrofit,45698.82,8,86.3,10.8,True,2023-05-29
P1050,S2114,Partial,Congestion Pricing,37265.54,5,73.1,8.9,False,2021-12-19
P1051,S2115,Pilot,Congestion Pricing,73418.01,4,64.5,10.0,True,2022-02-05
P1052,S2116,Partial,Industrial Retrofit,16323.45,2,67.3,6.9,True,2021-02-02
P1053,S2117,Pilot,Congestion Pricing,18939.68,4,54.1,2.6,True,2024-03-11
P1054,S2118,None,Congestion Pricing,,2,81.4,10.4,True,2023-09-04
P1055,S2119,Full,EV Incentive,16413.2,4,56.1,5.3,True,2021-04-23
P1056,S2120,None,Industrial Retrofit,63613.6,9,60.1,13.5,True,2024-04-14
P1057,S2121,Partial,Industrial Retrofit,32113.69,9,61.4,9.8,False,2022-12-28
P1058,S2122,Pilot,EV Incentive,,0,28.1,-1.6,False,2023-10-22
P1059,S2123,Pilot,Congestion Pricing,29139.64,5,75.4,18.3,True,2021-03-21
P1060,S2124,Pilot,Emissions Cap,25927.77,6,150.0,12.6,False,2022-04-13
P1061,S2125,Full,Emissions Cap,8557.14,1,73.3,7.3,False,2023-03-15
P1062,S2126,Pilot,Industrial Retrofit,9538.64,2,59.6,8.0,True,2021-05-08
P1063,S2127,None,EV Incentive,52264.09,9,59.5,2.6,True,2022-08-10
P1064,S2128,Partial,Congestion Pricing,41855.0,8,51.7,9.6,False,2022-06-16
P1065,S2129,Pilot,EV Incentive,11040.02,7,81.7,14.1,True,2021-09-17
P1066,S2130,None,Congestion Pricing,24931.32,3,84.3,20.5,True,2021-12-27
P1067,S2131,None,Industrial Retrofit,17510.87,7,77.0,9.5,True,2024-03-06
P1068,S2132,None,Industrial Retrofit,51704.63,7,68.2,10.3,True,2021-12-13
P1069,S2133,Pilot,Emissions Cap,35190.85,5,66.6,17.2,False,2021-09-14
P1070,S2134,Pilot,EV Incentive,13866.58,0,78.0,3.0,True,2022-10-06
P1071,S2135,None,Industrial Retrofit,28915.83,1,63.5,10.9,False,2023-03-17
P1072,S2136,Partial,EV Incentive,26247.7,3,80.8,5.5,False,2023-05-21
P1073,S2137,None,Industrial Retrofit,26290.87,3,53.4,10.8,True,2023-06-25
P1074,S2138,Full,Congestion Pricing,19809.73,1,76.8,15.6,False,2021-02-14
P1075,S2139,Partial,Congestion Pricing,27306.91,8,80.4,0.1,True,2022-04-18
P1076,S2140,None,Emissions Cap,16147.78,1,51.8,16.7,True,2023-07-18
P1077,S2141,Full,Industrial Retrofit,13191.33,5,54.9,12.2,False,2023-12-22
P1078,S2142,Pilot,Emissions Cap,12734.52,4,64.5,10.8,True,2022-12-24
P1079,S2143,Pilot,Emissions Cap,14336.12,3,70.1,18.1,False,2021-03-04
P1080,S2144,Pilot,Industrial Retrofit,34660.98,5,57.6,5.3,True,2022-04-21
P1081,S2145,Partial,Industrial Retrofit,35231.05,3,66.1,2.0,False,2021-03-31
P1082,S2146,FULL,Congestion Pricing,64622.32,8,40.2,3.9,True,2023-06-18
P1083,S2147,None,Emissions Cap,23456.87,9,74.2,13.2,True,2021-03-18
P1084,S2148,None,Congestion Pricing,40980.25,6,74.7,7.0,True,2021-08-11
P1085,S2149,Partial,EV Incentive,,2,83.3,4.8,True,2022-05-16
P1086,S2150,Pilot,EV Incentive,32201.2,9,71.9,4.1,True,2022-07-10
P1087,S2151,None,Emissions Cap,,3,60.6,11.0,True,2022-05-03
P1088,S2152,Pilot,Emissions Cap,38147.99,0,52.8,9.8,True,2022-07-11
P1089,S2153,Full,Industrial Retrofit,28711.82,5,55.2,1.5,True,2023-05-06
P1090,S2154,Pilot,Industrial Retrofit,18617.45,1,63.9,1.7,True,2022-03-20
P1091,S2155,Pilot,Emissions Cap,31744.64,3,54.8,6.8,True,2022-10-20
P1092,S2156,Full,Emissions Cap,60997.05,4,55.8,15.5,False,2021-12-31
P1093,S2157,None,EV Incentive,29887.61,7,64.5,7.4,False,2022-03-01
P1094,S2158,Partial,Congestion Pricing,21222.04,2,45.7,1.1,True,2023-01-07
P1095,S2159,Full,EV Incentive,44039.41,5,53.1,9.5,True,2022-08-12
P1096,S2160,Full,EV Incentive,11718.52,0,67.6,10.2,True,2023-05-18
P1097,S2161,None,Congestion Pricing,21677.45,8,68.2,1.1,True,2022-11-04
P1098,S2162,Pilot,Emissions Cap,14936.08,0,75.4,2.7,True,2023-08-23
P1099,S2163,None,Emissions Cap,25011.93,1,66.9,14.5,True,2022-06-17
P1100,S2164,Full,EV Incentive,56833.89,0,65.4,2.6,True,2022-08-13
