"county_id","region_type","policy_type","inspection_count","grants_million","compliance_score","public_support_pct","emissions_baseline_index","policy_adopted"
"C1122","Urban","Building_Retrofit",5,7.61,57.7,32.4,62.7,1
"C1123","Suburban","Building_Retrofit",5,5.13,65,57.9,42.8,1
"C1124","Urban","Transit_Upgrade",2,7.44,66,41.6,81,1
"C1125","Suburban","Transit_Upgrade",5,2.58,62,75.1,51.5,1
"C1126","Urban","Transit_Upgrade",4,7.16,65.7,53.9,59.9,1
"C1127","Urban","EV_Charging",3,3.94,77.2,44.7,81,1
"C1128","Urban","Transit_Upgrade",3,7.03,76.4,78.9,49.5,1
"C1129","Suburban","Transit_Upgrade",2,5.89,86.2,33.3,60,1
"C1130","Urban","Transit_Upgrade",6,6.18,60.7,65.3,55.3,1
"C1131","Rural","EV_Charging",1,5.05,68.3,62.1,67.9,1
"C1132","Suburban","Building_Retrofit",6,1.38,82.5,25.7,69.5,1
"C1133","Suburban","Transit_Upgrade",5,3.36,58.7,61.1,61.4,0
"C1134","Rural","EV_Charging",1,5.91,89.8,66.5,68.1,1
"C1135","Suburban","EV_Charging",6,5.2,88.6,39.3,65.4,1
"C1136","Suburban","Building_Retrofit",3,4.87,62,24.5,77.6,0
"C1137","Urban","EV_Charging",2,1.04,63.6,45.9,50.5,0
"C1138","Suburban","EV_Charging",3,3.01,44.8,77.2,61.6,0
"C1139","Suburban","Building_Retrofit",1,7.1,56.6,41.9,68.8,0
"C1140","Urban","Transit_Upgrade",4,2.45,49.1,77.3,45.8,0
"C1141","Suburban","EV_Charging",2,6.18,81.1,38.2,70.7,1
"C1142","Urban","Transit_Upgrade",6,4.58,100,50.9,27.4,1
"C1143","Suburban","EV_Charging",5,2.85,74.1,85.7,73,1
"C1144","Urban","Transit_Upgrade",3,5.86,66.9,56.5,46.2,1
"C1145","Suburban","EV_Charging",8,2.05,58.5,25.8,42.1,1
"C1146","Rural","Transit_Upgrade",2,5.43,59.5,71.5,48.6,1
"C1147","Rural","Building_Retrofit",3,4.66,63.3,32.5,77.1,1
"C1148","Urban","Building_Retrofit",4,5.38,62,45.4,64.6,1
"C1149","Urban","Transit_Upgrade",2,4.44,77.3,51.2,80.2,1
"C1150","Rural","EV_Charging",5,5.03,53.1,43,50.8,1
"C1151","Suburban","Building_Retrofit",7,4.77,80.4,77.5,82.3,1
"C1152","Urban","EV_Charging",2,0.36,65.9,26.5,78.5,0
"C1153","Rural","Building_Retrofit",1,1.25,53.5,38.9,67.2,0
"C1154","Urban","Building_Retrofit",4,3.66,68.6,58.1,79.9,0
"C1155","Suburban","EV_Charging",6,4.57,69,5,71.5,1
"C1156","Suburban","Transit_Upgrade",6,2.18,73.2,31.3,44.9,1
"C1157","Suburban","Transit_Upgrade",2,2.48,64.4,62.2,58.8,1
"C1158","Suburban","EV_Charging",3,0.29,93.5,58.8,65.4,1
"C1159","Suburban","Building_Retrofit",1,3.42,64.8,87.7,51.4,1
"C1160","Rural","EV_Charging",2,5.77,64.6,25.7,80.2,1
"C1161","Urban","EV_Charging",12,0.21,80.5,42.5,68.7,1
"C1162","Urban","EV_Charging",3,1.02,80.8,26.1,81.4,1
"C1163","Suburban","Transit_Upgrade",7,3.92,51.5,70,44.6,1
"C1164","Urban","Transit_Upgrade",8,4.75,71.9,48.8,66.2,1
"C1165","Rural","Building_Retrofit",5,1.31,62,43,78.5,0
"C1166","Urban","Building_Retrofit",7,2.62,47.3,53.2,38.8,1
"C1167","Urban","Building_Retrofit",4,7.5,78.1,42.1,55,1
"C1168","Suburban","EV_Charging",8,1.78,72.1,62.7,53.1,1
"C1169","Urban","Transit_Upgrade",3,2.32,60.4,83.1,66.7,1
"C1170","Urban","Transit_Upgrade",8,0.59,72.2,50.3,79.4,0
"C1171","Urban","Transit_Upgrade",5,1.62,55.6,57.7,57.5,0
"C1172","Rural","Building_Retrofit",3,0.2,72.8,51.9,41.2,1
"C1173","Urban","Building_Retrofit",5,4.43,75.6,49.4,74.7,1
"C1174","Suburban","EV_Charging",1,7.6,72.5,58.4,75.8,1
"C1175","Rural","Building_Retrofit",6,1.19,50.9,52.8,79.2,0
"C1176","Suburban","EV_Charging",7,1.95,72.7,52.2,75.4,1
"C1177","Urban","Transit_Upgrade",4,7.39,75.4,59.1,65.5,1
"C1178","Urban","Building_Retrofit",1,5.82,70.4,79.2,91.3,1
"C1179","Urban","Transit_Upgrade",2,6.72,72.2,91.4,52.5,1
"C1180","Urban","Building_Retrofit",4,7.52,43.6,38,77.3,0
"C1181","Rural","EV_Charging",7,2.93,64.2,66.2,34.1,1
"C1182","Rural","Building_Retrofit",3,0.42,78.6,27.1,79.5,1
"C1183","Rural","EV_Charging",2,7.1,51.7,58.9,52.4,1
"C1184","Rural","EV_Charging",5,6.97,87.6,48.4,51.8,1
"C1185","Urban","Transit_Upgrade",5,3.84,51.7,70.7,45.5,1
"C1186","Urban","EV_Charging",3,7.05,89.7,47.9,86.7,1
"C1187","Urban","EV_Charging",1,3.16,78.3,58.3,59.7,1
"C1188","Rural","EV_Charging",5,5.28,90.3,68.2,65,1
"C1189","Suburban","EV_Charging",4,5.33,73.4,95,64.9,1
"C1190","Urban","Building_Retrofit",3,4.28,80.5,62.2,61.1,1
"C1191","Rural","EV_Charging",7,5.94,76,48.9,58.6,1
"C1192","Suburban","EV_Charging",4,6.21,91.9,50.3,64.3,1
"C1193","Urban","EV_Charging",2,7.5,94.3,8.2,73.1,1
"C1194","Urban","EV_Charging",10,0.93,67.8,76.1,41.1,1
"C1195","Urban","EV_Charging",3,2.41,75.1,41.2,43.9,1
"C1196","Rural","Building_Retrofit",4,4.16,59.4,38.1,71.8,1
"C1197","Suburban","EV_Charging",6,1.91,62.6,45.7,85.7,1
"C1198","Urban","Building_Retrofit",3,7.61,75.2,62.1,61.9,1
"C1199","Rural","Building_Retrofit",2,1.91,69.9,34.3,63.7,0
"C1200","Rural","EV_Charging",3,7.32,86.3,98,53,1
