lat,lon,time_range,flag,geartype,vessel_ids,apparent_fishing_hours,effort_index,fuel_consumption,catch_value_usd,crew_size
-12.9,-76.9,2023-02,PER,tuna_purse_seines,1,1.9,9.09,13.77,8.6,7.7
-15.3,-77.3,2023-02,PER,set_gillnets,1,0.28,0.0,10.4,3.18,6.9
-7.8,-79.9,2023-01,PER,purse_seines,3,4.63,9.09,4.53,24.4,7.3
-14.2,-76.7,2023-02,PER,set_gillnets,1,0.95,6.79,7.71,22.27,7.0
-4.2,-82.4,2023-02,PER,other_purse_seines,1,3.65,13.36,11.65,13.03,7.0
-14.0,-77.1,2023-01,PER,pole_and_line,1,0.91,5.56,3.03,4.81,7.7
-9.6,-78.6,2023-01,PER,other_purse_seines,22,21.2448,28.41,35.68,235.44,9.2
-10.0,-78.4,2023-01,PER,other_purse_seines,28,21.2448,29.64,32.76,164.54,8.9
-15.3,-77.5,2023-02,PER,set_gillnets,1,0.74,1.33,1.22,4.3,7.2
-5.5,-81.0,2023-02,PER,other_purse_seines,1,4.21,9.06,12.2,18.68,
-7.8,-82.8,2023-03,PAN,tuna_purse_seines,1,0.07,11.34,4.73,3.88,7.5
-16.7,-77.0,2023-03,PER,tuna_purse_seines,3,21.2448,26.0,30.11,125.73,9.5
-10.0,-81.5,2023-02,PER,tuna_purse_seines,1,2.01,1.29,4.97,11.81,7.1
-7.3,-80.0,2023-01,PER,purse_seines,2,4.14,10.35,10.7,7.85,7.8
-10.9,-78.0,2023-01,PER,other_purse_seines,6,11.41,17.56,19.29,77.0,7.7
-6.8,-80.6,2023-01,PER,tuna_purse_seines,3,2.9,3.94,5.1,19.15,7.4
-12.0,-77.1,2023-01,PER,purse_seines,3,21.2448,24.73,28.67,149.02,8.2
-9.5,-78.8,2023-01,PER,other_purse_seines,1,1.25,4.42,9.48,11.89,7.7
-9.2,-83.0,2023-02,,purse_seines,1,2.08,7.98,1.93,12.15,8.6
-13.9,-78.2,2023-02,PER,fishing,1,5.07,8.99,18.01,24.21,10.4
-12.2,-77.7,2023-03,PER,pole_and_line,1,1.71,7.03,6.36,9.74,6.7
-7.7,-79.4,2023-02,PER,fishing,1,1.17,10.48,6.86,15.85,7.7
-8.0,-79.5,2023-02,PER,other_purse_seines,5,8.57,18.82,17.52,74.12,7.4
-15.6,-77.3,2023-02,PER,purse_seines,1,1.18,6.12,5.48,12.1,7.1
-6.9,-81.3,2023-03,PER,other_purse_seines,1,0.19,2.87,0.0,6.67,
-18.2,-70.8,2023-01,,other_purse_seines,1,0.82,7.37,7.94,14.25,7.0
-13.2,-78.2,2023-02,PER,set_gillnets,1,1.55,10.12,6.16,18.27,8.5
-11.1,-77.7,2023-01,PER,tuna_purse_seines,2,3.29,7.06,3.01,22.8,8.8
-17.8,-71.3,2023-02,PER,other_purse_seines,4,3.97,11.98,20.66,22.24,7.8
-14.1,-76.6,2023-02,PER,set_gillnets,1,1.13,0.03,3.2,14.76,6.6
-16.6,-78.5,2023-03,PER,tuna_purse_seines,1,2.18,4.87,12.12,10.17,
-15.4,-78.8,2023-03,ECU,tuna_purse_seines,1,1.4,6.6,8.78,13.59,10.4
-13.9,-77.1,2023-02,,pole_and_line,1,1.76,8.64,7.58,10.87,7.9
-15.0,-79.0,2023-02,PER,tuna_purse_seines,1,7.14,6.0,11.64,30.29,8.1
-11.7,-77.6,2023-01,PER,pole_and_line,1,4.96,5.77,6.76,63.98,6.7
-9.1,-78.6,2023-02,PER,purse_seines,4,17.21,18.39,24.54,219.59,8.0
-13.0,-76.6,2023-01,PER,purse_seines,1,1.27,7.51,0.0,8.95,7.8
-13.6,-76.8,2023-01,,other_purse_seines,1,3.95,12.21,11.59,14.34,8.2
-15.4,-77.5,2023-02,PER,set_gillnets,1,5.21,8.52,5.09,18.76,6.8
-15.4,-76.5,2023-03,PER,purse_seines,1,0.31,6.69,5.81,9.21,7.0
-15.0,-75.6,2023-02,PER,other_purse_seines,10,21.2448,26.01,21.85,97.21,11.0
-3.5,-81.3,2023-02,ECU,other_purse_seines,1,0.22,5.61,2.81,7.64,7.7
-8.4,-79.5,2023-02,PER,purse_seines,1,0.78,0.0,7.84,5.71,7.0
-9.4,-82.4,2023-02,PER,tuna_purse_seines,1,1.16,10.21,11.06,4.97,7.4
-10.2,-79.3,2023-02,PER,other_purse_seines,1,0.87,5.35,0.47,7.06,7.1
-16.8,-77.2,2023-03,ECU,tuna_purse_seines,1,2.84,0.97,0.0,38.87,7.6
-4.2,-81.3,2023-02,PER,other_purse_seines,2,0.34,7.49,7.73,7.85,7.2
-15.4,-77.3,2023-02,PER,set_gillnets,1,1.06,0.0,0.0,4.56,6.7
-15.6,-77.8,2023-02,PER,tuna_purse_seines,1,1.46,6.46,10.91,26.62,10.6
-10.0,-81.0,2023-02,PER,tuna_purse_seines,1,20.72,26.06,24.37,275.33,9.4
-5.5,-81.5,2023-02,PER,other_purse_seines,1,0.07,7.95,4.68,1.82,
-8.2,-79.5,2023-01,HND,other_purse_seines,1,0.11,0.97,0.0,3.51,7.5
-13.8,-76.6,2023-01,,other_purse_seines,2,4.53,5.61,13.72,23.25,6.7
-6.6,-81.4,2023-03,PER,other_purse_seines,1,1.43,0.0,12.5,14.01,10.6
-14.5,-77.7,2023-02,PER,other_purse_seines,9,14.29,19.62,19.52,77.22,8.6
-12.4,-77.4,2023-03,PER,pole_and_line,1,1.15,3.65,5.76,8.24,6.8
-6.8,-80.1,2023-01,PER,tuna_purse_seines,2,3.77,5.18,3.89,34.61,7.1
-17.8,-71.3,2023-02,PER,fishing,1,0.73,0.0,5.74,6.22,8.0
-9.8,-81.1,2023-01,PER,tuna_purse_seines,1,6.06,13.22,9.91,14.37,9.1
-15.1,-77.3,2023-03,PER,other_purse_seines,4,5.2,7.37,4.28,25.54,7.4
-15.5,-77.6,2023-02,PER,tuna_purse_seines,1,2.73,12.66,16.52,8.55,6.9
-12.4,-77.0,2023-03,PER,pole_and_line,1,0.46,2.05,8.33,8.2,7.5
-16.6,-78.0,2023-03,PER,tuna_purse_seines,1,5.0,16.68,16.2,50.72,
-15.4,-76.8,2023-03,PER,other_purse_seines,1,0.17,5.6,7.05,7.72,7.1
-8.7,-79.1,2023-01,PER,other_purse_seines,5,7.27,10.24,12.07,50.28,8.4
-16.6,-73.3,2023-02,,other_purse_seines,1,1.63,5.64,6.12,20.91,7.1
-11.8,-77.5,2023-01,PER,other_purse_seines,19,21.2448,27.79,31.7,256.56,8.8
-9.9,-81.3,2023-02,PER,tuna_purse_seines,1,8.93,21.4,24.17,68.07,7.4
-9.0,-80.1,2023-03,PER,other_purse_seines,2,1.89,2.86,7.91,14.93,7.4
-10.5,-78.4,2023-01,PER,other_purse_seines,2,0.38,0.0,9.27,13.78,7.5
-13.8,-76.9,2023-01,PER,fishing,1,0.19,1.93,3.65,6.97,8.0
-15.2,-77.7,2023-02,PER,set_gillnets,1,0.11,4.32,11.48,4.69,7.2
-14.3,-76.9,2023-02,PER,set_gillnets,1,2.97,12.54,4.44,11.64,6.7
-14.5,-77.7,2023-02,PER,purse_seines,1,2.89,13.52,6.65,5.7,7.3
-8.4,-79.2,2023-01,PER,tuna_purse_seines,2,2.12,0.0,3.76,12.78,6.8
-12.1,-77.4,2023-03,PER,other_purse_seines,3,8.28,18.65,12.89,34.75,8.1
-12.8,-77.0,2023-01,PER,tuna_purse_seines,1,2.91,13.21,7.36,19.4,7.2
-15.5,-78.7,2023-03,PER,fishing,1,0.68,0.0,0.26,9.04,7.7
-5.6,-81.2,2023-01,PER,purse_seines,1,1.86,8.07,14.6,32.96,6.7
-14.2,-76.9,2023-01,PER,pole_and_line,1,3.62,13.22,21.17,10.78,7.3
-15.3,-77.8,2023-02,PER,set_gillnets,1,5.18,10.55,5.06,23.36,7.2
-6.5,-80.8,2023-01,PER,tuna_purse_seines,7,12.16,18.64,11.56,78.72,8.0
-7.5,-79.9,2023-01,HND,other_purse_seines,1,2.95,4.07,6.28,12.45,8.4
-17.6,-71.6,2023-01,PER,other_purse_seines,1,0.28,6.84,8.09,5.5,7.3
-5.6,-81.1,2023-01,PER,other_purse_seines,4,2.85,7.49,5.18,29.34,7.4
-7.2,-80.0,2023-01,PER,tuna_purse_seines,3,3.56,5.56,5.23,30.79,6.9
-9.1,-78.6,2023-01,PER,other_purse_seines,8,5.04,10.4,8.6,19.82,7.5
-7.3,-80.3,2023-01,PER,purse_seines,1,0.36,7.65,2.14,2.77,7.5
-8.3,-79.8,2023-02,PER,purse_seines,1,4.12,3.99,10.47,42.4,7.8
-11.9,-77.3,2023-03,PER,fishing,1,1.32,7.97,11.34,21.63,11.0
-14.2,-77.2,2023-03,PER,purse_seines,1,1.2,1.35,2.65,27.29,8.5
-16.9,-78.2,2023-03,PER,other_purse_seines,1,7.06,3.5,3.15,35.22,7.9
-12.2,-77.2,2023-01,PER,fishing,1,0.24,6.53,5.82,4.22,7.3
-8.2,-79.6,2023-01,PER,other_purse_seines,5,10.9,14.14,8.28,56.89,8.0
-6.2,-81.2,2023-01,PER,other_purse_seines,3,4.86,17.53,7.72,28.75,7.2
-12.3,-77.3,2023-03,PER,pole_and_line,1,1.46,11.54,8.35,32.64,8.9
-9.1,-80.3,2023-03,PER,other_purse_seines,2,3.81,15.25,9.71,14.69,7.6
-13.9,-76.6,2023-01,PER,tuna_purse_seines,1,0.47,7.45,10.61,10.07,7.3
-10.5,-81.6,2023-03,ECU,tuna_purse_seines,1,0.18,2.23,2.35,5.73,7.0
-9.8,-79.8,2023-02,PER,other_purse_seines,1,3.66,7.61,3.67,24.4,7.7
-7.6,-79.7,2023-01,PER,tuna_purse_seines,7,21.2448,29.39,28.96,75.54,9.9
-7.3,-79.9,2023-01,PER,fishing,1,1.64,8.91,8.5,21.88,7.5
-12.3,-77.9,2023-03,PER,pole_and_line,1,0.43,10.66,14.91,11.59,6.8
-16.3,-78.5,2023-02,ECU,tuna_purse_seines,1,2.06,11.64,11.22,8.21,8.8
-13.5,-77.9,2023-02,AIA,purse_seines,1,5.94,10.14,17.75,24.4,7.7
-12.9,-76.7,2023-01,PER,other_purse_seines,42,21.2448,33.97,25.43,70.09,8.4
-7.9,-79.6,2023-01,PER,purse_seines,8,21.2448,22.72,34.58,89.12,8.6
-12.3,-77.5,2023-03,PER,pole_and_line,1,2.39,2.81,3.8,20.05,9.0
-7.9,-79.8,2023-02,PER,other_purse_seines,13,21.2448,29.17,28.17,35.52,8.4
-12.2,-77.2,2023-03,PER,pole_and_line,1,1.62,5.2,1.26,6.13,
-8.5,-79.5,2023-02,PER,other_purse_seines,1,2.38,6.15,9.05,28.56,7.3
-12.2,-78.2,2023-02,PER,fishing,1,4.13,11.95,11.02,66.68,7.8
-7.4,-80.1,2023-01,PER,purse_seines,1,0.98,1.02,6.15,8.02,9.6
-9.0,-78.8,2023-01,PER,other_purse_seines,14,14.59,24.03,16.63,84.31,9.3
-13.7,-77.6,2023-01,PER,set_gillnets,1,0.71,2.75,1.41,23.76,7.4
-16.5,-76.9,2023-03,PER,tuna_purse_seines,2,2.92,4.78,7.11,17.82,7.3
-14.9,-77.2,2023-02,,other_purse_seines,1,1.75,12.98,6.73,5.5,7.0
-13.1,-77.3,2023-02,PER,pole_and_line,1,0.22,9.55,2.14,7.89,6.7
-9.9,-78.4,2023-02,PER,other_purse_seines,10,10.42,12.14,6.41,79.24,8.1
-15.3,-77.1,2023-02,PER,purse_seines,1,2.5,12.18,5.87,29.41,8.0
-18.1,-71.0,2023-02,,other_purse_seines,1,2.44,6.4,0.0,11.68,7.5
-6.7,-82.4,2023-03,ECU,tuna_purse_seines,1,0.28,0.0,5.73,14.89,7.4
-10.8,-78.1,2023-01,PER,other_purse_seines,1,1.66,6.74,12.61,7.77,6.7
-11.2,-77.9,2023-02,PER,other_purse_seines,1,0.3,3.25,0.0,6.23,7.8
-8.2,-79.1,2023-01,PER,pole_and_line,1,1.92,10.71,5.03,45.54,7.7
-8.6,-79.1,2023-01,PER,other_purse_seines,5,2.11,9.99,4.09,10.93,
-13.9,-77.4,2023-03,PER,other_purse_seines,1,0.7,8.09,4.49,6.85,7.4
-7.8,-79.9,2023-02,PER,other_purse_seines,7,21.2448,24.06,21.48,162.26,8.7
-9.0,-80.2,2023-03,PER,purse_seines,1,1.68,9.38,5.37,41.22,7.4
-7.9,-79.5,2023-02,PER,fishing,1,1.58,8.52,0.84,21.78,7.0
-15.2,-77.3,2023-03,PER,other_purse_seines,5,8.02,17.5,18.83,35.73,9.1
-14.4,-79.3,2023-03,ECU,tuna_purse_seines,1,0.04,10.62,0.0,4.52,7.3
-15.3,-77.4,2023-02,PER,tuna_purse_seines,1,2.23,5.66,5.96,13.34,9.4
-12.8,-76.7,2023-01,PER,purse_seines,1,0.08,2.2,1.27,10.77,6.9
-4.5,-81.6,2023-02,PER,other_purse_seines,1,0.08,3.87,1.24,5.35,7.5
-7.4,-80.1,2023-01,PER,tuna_purse_seines,1,1.31,3.39,1.19,12.77,7.6
-5.3,-82.8,2023-02,PER,other_purse_seines,1,2.31,6.93,10.3,47.81,
-8.9,-80.3,2023-03,PER,other_purse_seines,1,0.57,4.69,0.0,8.53,7.1
-12.3,-78.9,2023-03,PER,other_purse_seines,1,0.64,7.65,6.83,9.39,7.8
-12.4,-77.1,2023-01,PER,tuna_purse_seines,1,0.77,6.41,1.93,24.28,8.9
-7.8,-79.7,2023-01,GBR,other_purse_seines,1,2.05,7.91,6.59,3.23,8.4
-8.5,-79.3,2023-01,PER,other_purse_seines,1,1.89,11.0,6.5,14.11,7.5
-12.7,-78.3,2023-03,PER,other_purse_seines,1,1.56,10.21,4.14,6.48,7.3
-12.4,-77.1,2023-01,,other_purse_seines,4,6.01,12.39,13.74,22.48,7.0
-15.7,-77.8,2023-02,PER,tuna_purse_seines,1,9.49,12.81,14.94,42.27,7.5
-12.7,-76.8,2023-01,PER,purse_seines,4,16.15,18.14,16.71,90.26,10.7
-10.0,-78.4,2023-01,PER,purse_seines,4,10.91,12.32,15.16,104.3,7.9
-12.3,-77.3,2023-03,PER,other_purse_seines,5,9.54,13.16,18.48,34.14,7.9
-12.5,-77.1,2023-01,PER,purse_seines,2,2.82,5.91,7.45,25.93,7.3
-12.0,-77.2,2023-02,HND,other_purse_seines,1,0.08,3.03,0.0,9.68,7.3
-17.2,-71.9,2023-01,,other_purse_seines,1,6.76,12.93,9.73,37.53,9.6
-10.1,-79.3,2023-02,PER,other_purse_seines,1,1.0,6.08,8.53,10.91,7.6
-6.3,-81.1,2023-01,PER,tuna_purse_seines,2,2.5,5.45,6.4,11.04,7.4
-6.7,-82.7,2023-01,PAN,tuna_purse_seines,1,0.45,1.14,3.95,9.42,7.5
-8.1,-79.6,2023-01,PER,other_purse_seines,41,21.2448,26.59,31.21,36.99,8.8
-15.5,-77.6,2023-02,,other_purse_seines,1,0.55,5.98,11.11,12.26,
-9.2,-80.3,2023-03,PER,other_purse_seines,7,21.2448,27.04,29.63,129.86,
-14.1,-79.9,2023-02,PER,tuna_purse_seines,1,11.78,20.77,21.06,108.39,7.6
-16.0,-77.8,2023-02,ECU,tuna_purse_seines,1,0.99,6.21,5.99,8.27,6.9
-16.7,-78.2,2023-03,PER,other_purse_seines,1,5.91,10.73,18.24,13.89,7.8
-6.8,-81.9,2023-03,PER,other_purse_seines,1,6.29,8.95,18.06,21.94,7.3
-8.0,-83.6,2023-03,ECU,tuna_purse_seines,1,0.13,4.53,5.45,3.66,6.6
-7.6,-80.3,2023-03,PER,other_purse_seines,1,0.37,5.1,2.83,2.72,7.7
-14.9,-77.5,2023-03,PER,purse_seines,1,4.79,5.51,7.55,35.85,8.2
-9.4,-78.9,2023-02,PER,other_purse_seines,1,1.5,0.0,0.0,16.56,7.3
-6.6,-80.6,2023-01,PER,tuna_purse_seines,1,1.07,3.93,6.34,19.41,10.7
-14.4,-77.8,2023-02,PER,tuna_purse_seines,2,1.31,10.87,5.26,5.05,6.6
-15.3,-77.4,2023-03,PER,other_purse_seines,9,21.2448,32.98,25.07,112.18,
-14.6,-76.9,2023-01,PER,fishing,1,15.62,23.02,18.78,87.3,8.0
-15.2,-77.3,2023-02,PER,tuna_purse_seines,1,0.77,7.18,8.16,9.36,7.2
-17.3,-71.8,2023-02,PER,other_purse_seines,1,2.68,7.98,7.02,33.21,7.9
-15.1,-77.2,2023-03,,other_purse_seines,1,1.88,2.02,2.53,34.1,7.9
-11.9,-77.3,2023-02,PER,purse_seines,1,0.31,1.23,0.0,3.82,6.9
-12.2,-78.8,2023-03,PER,other_purse_seines,6,8.04,17.72,15.95,16.81,7.6
-8.0,-79.8,2023-01,PER,other_purse_seines,2,0.66,1.99,0.2,13.88,6.4
-9.5,-78.5,2023-02,PER,other_purse_seines,4,3.06,5.84,7.24,17.99,
-7.7,-79.6,2023-01,PER,purse_seines,6,10.81,11.02,12.58,30.28,8.1
-7.4,-79.7,2023-01,,other_purse_seines,1,1.24,2.67,4.67,10.0,6.9
-6.7,-80.2,2023-01,PER,other_purse_seines,5,10.22,14.93,9.5,46.15,8.3
-10.9,-77.9,2023-02,PER,other_purse_seines,3,5.05,7.53,14.97,53.2,8.2
-7.2,-80.1,2023-01,PER,purse_seines,2,7.13,10.58,11.25,23.93,8.3
-14.9,-77.3,2023-03,PER,other_purse_seines,5,5.05,11.1,14.76,100.66,10.1
-12.2,-77.4,2023-03,PER,other_purse_seines,1,0.41,0.0,0.0,9.2,6.9
-15.4,-77.4,2023-02,PER,tuna_purse_seines,1,0.51,7.52,4.08,5.58,7.9
-9.9,-79.0,2023-01,PER,other_purse_seines,1,0.11,0.75,0.19,3.64,7.0
-9.6,-78.5,2023-01,PER,other_purse_seines,43,21.2448,26.1,24.03,81.96,9.4
-6.9,-80.4,2023-02,PER,tuna_purse_seines,1,1.8,11.63,9.65,14.54,9.3
-13.9,-76.5,2023-02,PER,set_gillnets,1,1.5,8.13,8.64,12.46,7.2
-11.8,-77.3,2023-01,,other_purse_seines,3,7.76,12.04,15.02,35.49,8.5
-13.5,-76.2,2023-02,PER,other_purse_seines,4,6.53,12.14,16.32,31.83,7.9
-6.9,-80.7,2023-01,PER,other_purse_seines,1,0.08,1.34,2.86,5.24,7.1
-11.8,-77.4,2023-03,PER,fishing,1,0.97,0.0,0.0,12.67,7.1
-10.0,-81.6,2023-02,PER,tuna_purse_seines,1,0.42,9.22,1.72,12.19,7.4
-16.7,-77.1,2023-03,PER,tuna_purse_seines,2,8.58,13.55,12.5,26.59,8.4
-15.0,-77.5,2023-03,PER,other_purse_seines,1,3.21,2.99,0.89,13.14,6.9
-4.3,-82.3,2023-02,PER,other_purse_seines,1,1.82,2.03,0.0,9.8,7.1
-15.4,-78.8,2023-02,PER,tuna_purse_seines,1,8.03,13.6,20.58,52.29,7.7
-14.7,-77.4,2023-03,PER,other_purse_seines,4,4.58,8.66,11.16,45.3,7.3
-11.8,-77.5,2023-01,,other_purse_seines,1,4.34,13.73,19.68,31.86,7.0
-6.5,-81.7,2023-02,PER,other_purse_seines,2,5.0,12.02,12.33,20.1,7.4
-8.9,-80.1,2023-01,PER,tuna_purse_seines,1,0.1,3.77,0.34,7.52,6.8
-10.0,-78.3,2023-02,,other_purse_seines,1,0.99,5.04,0.0,14.45,7.3
-8.2,-79.1,2023-01,HND,other_purse_seines,1,0.59,8.52,7.22,7.12,8.0
-5.5,-81.1,2023-02,PER,other_purse_seines,1,0.15,0.0,3.87,7.63,7.0
-14.9,-76.4,2023-03,PER,pole_and_line,1,0.75,7.43,0.0,18.6,7.4
-15.6,-76.4,2023-03,PER,other_purse_seines,1,0.89,11.07,12.23,4.16,7.0
-9.8,-78.4,2023-02,PER,other_purse_seines,4,1.77,0.0,0.0,17.42,7.9
-8.0,-79.6,2023-02,PER,other_purse_seines,11,12.91,15.52,10.82,25.49,7.9
-10.9,-78.1,2023-01,PER,other_purse_seines,2,2.08,5.35,12.96,11.05,8.1
-6.8,-80.5,2023-01,PER,tuna_purse_seines,3,2.16,8.4,4.37,21.29,7.1
-7.5,-79.7,2023-02,PER,tuna_purse_seines,1,1.55,0.0,3.09,5.43,7.1
-7.7,-82.9,2023-03,ECU,tuna_purse_seines,1,3.2,7.01,0.06,34.36,7.9
-9.2,-78.8,2023-02,PER,other_purse_seines,4,7.58,11.83,9.97,82.48,8.2
-14.2,-77.9,2023-02,PER,tuna_purse_seines,1,1.37,7.31,6.58,5.87,7.5
-9.0,-80.5,2023-03,PER,other_purse_seines,6,14.05,16.67,22.22,41.77,
-11.0,-77.8,2023-01,PER,purse_seines,3,6.28,9.54,14.37,28.52,7.2
-7.7,-79.5,2023-01,PER,other_purse_seines,10,3.89,8.73,6.79,54.7,6.7
-11.9,-77.4,2023-01,,other_purse_seines,1,2.28,8.59,9.41,6.63,6.6
-11.2,-78.1,2023-01,PER,other_purse_seines,1,0.45,2.79,0.0,6.33,7.2
-15.5,-77.0,2023-03,PER,other_purse_seines,6,21.2448,31.07,34.68,162.59,9.3
-16.8,-77.7,2023-03,PER,other_purse_seines,1,8.01,7.28,15.8,43.59,7.4
-7.5,-79.7,2023-03,PER,other_purse_seines,1,5.13,8.14,6.37,26.02,9.0
-7.1,-80.1,2023-01,AIA,purse_seines,1,5.43,16.74,13.8,53.04,7.3
-9.3,-78.7,2023-01,GBR,other_purse_seines,1,0.08,8.57,1.22,4.1,7.0
-10.8,-77.9,2023-02,PER,other_purse_seines,2,4.06,3.89,10.48,20.88,7.7
-13.0,-76.7,2023-02,PER,other_purse_seines,4,2.79,9.85,6.25,21.67,7.2
-6.4,-81.5,2023-03,ECU,fishing,1,2.15,3.6,2.19,27.83,8.0
-7.9,-79.5,2023-01,PER,fishing,3,19.56,23.63,27.35,112.0,8.0
-14.1,-77.2,2023-01,PER,set_gillnets,1,3.03,11.85,12.25,12.4,6.8
-14.1,-77.3,2023-02,PER,pole_and_line,1,2.0,3.15,3.13,27.26,7.4
-14.2,-77.1,2023-01,PER,set_gillnets,1,2.03,4.57,14.12,10.79,7.0
-16.8,-78.1,2023-03,,purse_seines,1,7.53,14.26,13.32,40.44,7.5
-14.7,-77.4,2023-02,PER,tuna_purse_seines,2,3.46,10.13,5.2,35.65,6.9
-5.7,-81.1,2023-01,,inconclusive,1,2.33,12.04,7.73,50.55,7.6
-12.2,-77.2,2023-01,SSD,tuna_purse_seines,1,12.83,16.06,21.41,28.58,8.3
-9.9,-78.4,2023-01,,other_purse_seines,2,7.97,11.9,9.3,33.68,10.4
-7.4,-80.3,2023-02,PER,tuna_purse_seines,1,0.95,6.9,5.46,6.78,7.3
-9.0,-78.8,2023-01,PER,purse_seines,1,1.34,6.79,7.7,5.66,7.1
-17.2,-77.1,2023-03,PER,fishing,1,0.09,0.0,4.5,7.09,8.3
-15.0,-77.5,2023-02,PER,tuna_purse_seines,1,2.14,5.68,4.56,13.68,9.8
-17.5,-77.8,2023-03,PER,tuna_purse_seines,2,10.13,15.68,14.7,83.88,7.4
-8.0,-79.5,2023-01,PER,purse_seines,4,10.31,13.18,20.69,84.27,8.0
-17.2,-71.9,2023-02,PER,other_purse_seines,3,4.94,16.07,12.72,24.31,6.8
-7.1,-80.2,2023-01,PER,other_purse_seines,5,8.66,14.08,23.16,29.36,7.7
-8.0,-79.3,2023-01,PER,purse_seines,1,1.53,9.38,15.59,18.8,6.8
-9.6,-78.6,2023-01,HND,other_purse_seines,1,0.09,6.07,1.98,6.3,7.6
-15.4,-77.4,2023-03,PER,other_purse_seines,2,2.94,6.85,5.53,20.54,7.8
-14.3,-77.8,2023-02,PER,tuna_purse_seines,3,8.3,12.01,8.58,58.67,8.0
-14.8,-76.5,2023-03,PER,pole_and_line,1,0.42,0.0,6.21,2.8,7.4
-13.2,-77.2,2023-03,PER,purse_seines,1,0.24,0.45,1.36,14.72,6.9
-14.0,-76.5,2023-03,PER,other_purse_seines,1,0.8,3.96,8.23,26.12,
-6.8,-80.3,2023-01,PER,purse_seines,4,11.24,20.34,14.76,75.03,8.1
-6.3,-81.0,2023-01,PER,purse_seines,4,5.52,13.8,12.8,35.24,7.4
-11.5,-77.4,2023-01,PER,other_purse_seines,2,2.85,10.05,12.83,20.78,7.1
-14.1,-76.6,2023-03,PER,pole_and_line,1,5.01,12.7,9.97,16.74,7.2
-7.4,-80.0,2023-01,GBR,other_purse_seines,1,3.1,11.2,3.64,53.99,7.6
-6.8,-80.5,2023-01,PER,purse_seines,1,1.01,8.15,6.32,9.23,7.2
-14.6,-77.4,2023-02,PER,pole_and_line,1,1.53,6.61,11.33,20.92,7.7
-17.2,-77.6,2023-03,PER,tuna_purse_seines,1,0.43,5.29,0.0,11.34,8.1
-6.3,-81.0,2023-01,GBR,other_purse_seines,1,6.37,11.12,18.44,19.35,7.7
-13.2,-76.5,2023-01,PER,pole_and_line,1,4.11,9.6,13.33,18.7,7.2
-16.3,-77.7,2023-03,PER,other_purse_seines,1,3.25,12.86,13.46,13.31,7.0
-11.7,-77.9,2023-02,ECU,tuna_purse_seines,1,1.01,1.49,0.0,5.66,7.0
-15.1,-75.6,2023-01,,other_purse_seines,2,2.32,3.39,3.42,16.24,7.4
-11.5,-77.5,2023-01,PER,purse_seines,3,4.39,10.41,11.29,38.85,7.9
-12.5,-77.2,2023-02,PER,other_purse_seines,1,0.48,7.68,0.0,12.16,6.9
-10.3,-78.9,2023-02,PER,purse_seines,1,0.15,3.28,0.0,5.7,7.0
-6.9,-80.1,2023-01,PER,purse_seines,4,12.41,14.78,12.38,72.14,8.7
-8.4,-79.0,2023-01,,other_purse_seines,3,7.91,9.82,13.72,75.27,8.4
-5.8,-81.0,2023-01,PER,other_purse_seines,1,0.24,0.03,1.81,3.41,
-14.5,-77.5,2023-02,AIA,purse_seines,1,0.85,1.47,4.66,8.06,7.3
-9.7,-78.5,2023-01,PER,other_purse_seines,22,21.2448,28.35,28.74,79.66,9.6
-6.0,-81.6,2023-03,ECU,fishing,1,0.95,5.18,0.04,3.77,6.9
-8.2,-79.8,2023-02,PER,other_purse_seines,1,0.19,0.0,0.0,1.67,8.4
-3.4,-81.2,2023-03,ECU,other_purse_seines,1,4.13,11.74,16.21,28.03,7.1
-7.4,-79.7,2023-01,PER,tuna_purse_seines,5,20.23,29.52,29.52,91.51,8.7
-9.3,-82.4,2023-02,PER,tuna_purse_seines,1,8.47,11.66,5.53,87.59,7.7
-14.4,-76.4,2023-03,,pole_and_line,1,6.01,11.1,10.02,13.47,7.2
-14.2,-76.7,2023-03,PER,pole_and_line,1,5.6,9.46,2.27,35.45,7.9
-9.0,-78.6,2023-02,PER,other_purse_seines,4,21.2448,29.7,31.6,138.74,8.8
-16.6,-77.2,2023-03,ECU,tuna_purse_seines,3,12.45,14.01,15.48,118.52,11.7
-15.5,-77.7,2023-02,PER,pole_and_line,1,0.96,1.42,5.6,5.92,
-7.1,-79.8,2023-02,PER,other_purse_seines,1,0.56,4.7,7.36,7.14,6.7
-7.7,-79.5,2023-02,PER,fishing,1,0.3,11.8,10.43,6.21,7.2
-17.0,-77.8,2023-03,PER,tuna_purse_seines,1,18.21,26.22,31.59,75.86,8.0
-14.6,-77.4,2023-03,PER,other_purse_seines,2,4.7,12.06,10.96,41.68,8.9
-9.5,-78.5,2023-01,PER,purse_seines,6,6.75,7.69,17.54,13.78,7.0
-7.9,-79.6,2023-01,PER,other_purse_seines,61,21.2448,29.78,26.3,164.69,9.1
-13.6,-78.9,2023-02,PER,tuna_purse_seines,1,11.06,13.76,14.81,26.18,10.2
-12.0,-77.2,2023-01,ESP,drifting_longlines,2,21.2448,24.26,23.39,102.64,9.3
-13.8,-76.6,2023-01,PER,tuna_purse_seines,1,1.85,2.95,8.49,7.8,7.5
-9.1,-78.6,2023-01,,other_purse_seines,1,1.32,4.83,6.32,9.97,6.7
